과목명,학수번호,분반,학점,담당교수,강의시간,종류,영역,combined
대학영어회화2,0APR1178,21,2.0,이혜빈,수1~2,기초교양, ,대학영어회화2 / 0APR1178 / 21 / 2.0 / 이혜빈 / 수1~2 / 기초교양 / 
대학영어회화2,0APR1178,22,2.0,캐스퍼,수1~2,기초교양, ,대학영어회화2 / 0APR1178 / 22 / 2.0 / 캐스퍼 / 수1~2 / 기초교양 / 
대학영어회화2,0APR1178,23,2.0,허친슨,수1~2,기초교양, ,대학영어회화2 / 0APR1178 / 23 / 2.0 / 허친슨 / 수1~2 / 기초교양 / 
대학영어회화2,0APR1178,24,2.0,아산티 매튜,수1~2,기초교양, ,대학영어회화2 / 0APR1178 / 24 / 2.0 / 아산티 매튜 / 수1~2 / 기초교양 / 
대학영어회화2,0APR1178,25,2.0,데이비드데보라,수3~4,기초교양, ,대학영어회화2 / 0APR1178 / 25 / 2.0 / 데이비드데보라 / 수3~4 / 기초교양 / 
대학영어회화2,0APR1178,26,2.0,켄딕슨,수3~4,기초교양, ,대학영어회화2 / 0APR1178 / 26 / 2.0 / 켄딕슨 / 수3~4 / 기초교양 / 
대학영어회화2,0APR1178,27,2.0,이혜빈,수3~4,기초교양, ,대학영어회화2 / 0APR1178 / 27 / 2.0 / 이혜빈 / 수3~4 / 기초교양 / 
대학영어회화2,0APR1178,28,2.0,캐스퍼,월1~2,기초교양, ,대학영어회화2 / 0APR1178 / 28 / 2.0 / 캐스퍼 / 월1~2 / 기초교양 / 
대학영어회화2,0APR1178,29,2.0,로나 워싱턴,월1~2,기초교양, ,대학영어회화2 / 0APR1178 / 29 / 2.0 / 로나 워싱턴 / 월1~2 / 기초교양 / 
대학영어회화2,0APR1178,30,2.0,아산티 매튜,월1~2,기초교양, ,대학영어회화2 / 0APR1178 / 30 / 2.0 / 아산티 매튜 / 월1~2 / 기초교양 / 
대학영어회화2,0APR1178,31,2.0,이혜빈,목3~4,기초교양, ,대학영어회화2 / 0APR1178 / 31 / 2.0 / 이혜빈 / 목3~4 / 기초교양 / 
대학영어회화2,0APR1178,32,2.0,데렉 존 토마스,목3~4,기초교양, ,대학영어회화2 / 0APR1178 / 32 / 2.0 / 데렉 존 토마스 / 목3~4 / 기초교양 / 
대학영어회화2,0APR1178,33,2.0,캐스퍼,목3~4,기초교양, ,대학영어회화2 / 0APR1178 / 33 / 2.0 / 캐스퍼 / 목3~4 / 기초교양 / 
대학영어회화2,0APR1178,34,2.0,아산티 매튜,목3~4,기초교양, ,대학영어회화2 / 0APR1178 / 34 / 2.0 / 아산티 매튜 / 목3~4 / 기초교양 / 
대학영어회화2,0APR1178,35,2.0,사무엘,목3~4,기초교양, ,대학영어회화2 / 0APR1178 / 35 / 2.0 / 사무엘 / 목3~4 / 기초교양 / 
대학영어회화2,0APR1178,36,2.0,조나단 레이커,월1~2,기초교양, ,대학영어회화2 / 0APR1178 / 36 / 2.0 / 조나단 레이커 / 월1~2 / 기초교양 / 
대학영어회화2,0APR1178,37,2.0,권지영,월1~2,기초교양, ,대학영어회화2 / 0APR1178 / 37 / 2.0 / 권지영 / 월1~2 / 기초교양 / 
대학영어회화2,0APR1178,38,2.0,조나단 레이커,월5~6,기초교양, ,대학영어회화2 / 0APR1178 / 38 / 2.0 / 조나단 레이커 / 월5~6 / 기초교양 / 
대학영어회화2,0APR1178,39,2.0,알렉산더,월5~6,기초교양, ,대학영어회화2 / 0APR1178 / 39 / 2.0 / 알렉산더 / 월5~6 / 기초교양 / 
대학영어회화2,0APR1178,40,2.0,유진박,월5~6,기초교양, ,대학영어회화2 / 0APR1178 / 40 / 2.0 / 유진박 / 월5~6 / 기초교양 / 
대학영어회화2,0APR1178,41,2.0,다니엘와이버그,화1~2,기초교양, ,대학영어회화2 / 0APR1178 / 41 / 2.0 / 다니엘와이버그 / 화1~2 / 기초교양 / 
대학영어회화2,0APR1178,42,2.0,켄딕슨,화1~2,기초교양, ,대학영어회화2 / 0APR1178 / 42 / 2.0 / 켄딕슨 / 화1~2 / 기초교양 / 
대학영어회화2,0APR1178,43,2.0,바이런,화7~8,기초교양, ,대학영어회화2 / 0APR1178 / 43 / 2.0 / 바이런 / 화7~8 / 기초교양 / 
대학영어회화2,0APR1178,44,2.0,마이클,화7~8,기초교양, ,대학영어회화2 / 0APR1178 / 44 / 2.0 / 마이클 / 화7~8 / 기초교양 / 
대학영어회화2,0APR1178,45,2.0,유진박,화7~8,기초교양, ,대학영어회화2 / 0APR1178 / 45 / 2.0 / 유진박 / 화7~8 / 기초교양 / 
대학영어회화2,0APR1178,46,2.0,제임스,화7~8,기초교양, ,대학영어회화2 / 0APR1178 / 46 / 2.0 / 제임스 / 화7~8 / 기초교양 / 
대학영어회화2,0APR1178,47,2.0,피터안토니,화7~8,기초교양, ,대학영어회화2 / 0APR1178 / 47 / 2.0 / 피터안토니 / 화7~8 / 기초교양 / 
대학영어회화2,0APR1178,48,2.0,매튜,수5~6,기초교양, ,대학영어회화2 / 0APR1178 / 48 / 2.0 / 매튜 / 수5~6 / 기초교양 / 
대학영어회화2,0APR1178,49,2.0,다니엘베리,수5~6,기초교양, ,대학영어회화2 / 0APR1178 / 49 / 2.0 / 다니엘베리 / 수5~6 / 기초교양 / 
대학영어회화2,0APR1178,50,2.0,텐진 버제스,목1~2,기초교양, ,대학영어회화2 / 0APR1178 / 50 / 2.0 / 텐진 버제스 / 목1~2 / 기초교양 / 
대학영어회화2,0APR1178,51,2.0,조나단 레이커,목1~2,기초교양, ,대학영어회화2 / 0APR1178 / 51 / 2.0 / 조나단 레이커 / 목1~2 / 기초교양 / 
대학영어회화2,0APR1178,52,2.0,권지영,목1~2,기초교양, ,대학영어회화2 / 0APR1178 / 52 / 2.0 / 권지영 / 목1~2 / 기초교양 / 
대학영어회화2,0APR1178,60,2.0,네일,화1~2,기초교양, ,대학영어회화2 / 0APR1178 / 60 / 2.0 / 네일 / 화1~2 / 기초교양 / 
대학영어회화2,0APR1178,61,2.0,네일,화3~4,기초교양, ,대학영어회화2 / 0APR1178 / 61 / 2.0 / 네일 / 화3~4 / 기초교양 / 
대학영어회화2,0APR1178,62,2.0,네일,수3~4,기초교양, ,대학영어회화2 / 0APR1178 / 62 / 2.0 / 네일 / 수3~4 / 기초교양 / 
대학영어회화2,0APR1178,63,2.0,권지영,월3~4,기초교양, ,대학영어회화2 / 0APR1178 / 63 / 2.0 / 권지영 / 월3~4 / 기초교양 / 
대학영어회화2,0APR1178,53,2.0,지맥심,수5~6,기초교양, ,대학영어회화2 / 0APR1178 / 53 / 2.0 / 지맥심 / 수5~6 / 기초교양 / 
대학영어회화2,0APR1178,54,2.0,지맥심,수7~8,기초교양, ,대학영어회화2 / 0APR1178 / 54 / 2.0 / 지맥심 / 수7~8 / 기초교양 / 
AI와컴퓨팅사고력,0APR1193,1,2.0,고윤미,"월5, 월13",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 1 / 2.0 / 고윤미 / 월5, 월13 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,2,2.0,조명숙,"월3, 화13",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 2 / 2.0 / 조명숙 / 월3, 화13 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,5,2.0,조명숙,"월4, 목13",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 5 / 2.0 / 조명숙 / 월4, 목13 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,6,2.0,고윤미,"월4, 금13",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 6 / 2.0 / 고윤미 / 월4, 금13 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,7,2.0,고윤미,"월3, 월14",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 7 / 2.0 / 고윤미 / 월3, 월14 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,8,2.0,조명숙,"월5, 화14",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 8 / 2.0 / 조명숙 / 월5, 화14 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,9,2.0,신좌철,"월4, 목14",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 9 / 2.0 / 신좌철 / 월4, 목14 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,10,2.0,강제신,"월2, 금14",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 10 / 2.0 / 강제신 / 월2, 금14 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,11,2.0,김인주,"월2, 월15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 11 / 2.0 / 김인주 / 월2, 월15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,12,2.0,김달현,"월4, 화15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 12 / 2.0 / 김달현 / 월4, 화15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,13,2.0,김인주,"월3, 목15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 13 / 2.0 / 김인주 / 월3, 목15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,14,2.0,김달현,"월5, 금15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 14 / 2.0 / 김달현 / 월5, 금15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,15,2.0,신좌철,"월5, 월13",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 15 / 2.0 / 신좌철 / 월5, 월13 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,16,2.0,최선주,"수5, 금15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 16 / 2.0 / 최선주 / 수5, 금15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,17,2.0,김달현,"월6, 목15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 17 / 2.0 / 김달현 / 월6, 목15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,18,2.0,신좌철,"월6, 화15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 18 / 2.0 / 신좌철 / 월6, 화15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,19,2.0,양호경,"월15, 목6",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 19 / 2.0 / 양호경 / 월15, 목6 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,20,2.0,권영일,"목6, 금14",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 20 / 2.0 / 권영일 / 목6, 금14 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,21,2.0,김인주,"월1, 목14",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 21 / 2.0 / 김인주 / 월1, 목14 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,22,2.0,강제신,"월1, 화13",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 22 / 2.0 / 강제신 / 월1, 화13 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,23,2.0,전수진,"월14, 화5",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 23 / 2.0 / 전수진 / 월14, 화5 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,24,2.0,유정선,"화7, 화14",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 24 / 2.0 / 유정선 / 화7, 화14 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,25,2.0,유정선,"화8, 금13",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 25 / 2.0 / 유정선 / 화8, 금13 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,26,2.0,권영일,"화15, 목7",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 26 / 2.0 / 권영일 / 화15, 목7 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,27,2.0,오지연,"화7, 화15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 27 / 2.0 / 오지연 / 화7, 화15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,28,2.0,전수진,"화7, 화15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 28 / 2.0 / 전수진 / 화7, 화15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,29,2.0,유정선,"화6, 화15",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 29 / 2.0 / 유정선 / 화6, 화15 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,30,2.0,오지연,"월15, 화6",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 30 / 2.0 / 오지연 / 월15, 화6 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,31,2.0,양호경,"목8, 금14",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 31 / 2.0 / 양호경 / 목8, 금14 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,32,2.0,권영일,"목8, 목14",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 32 / 2.0 / 권영일 / 목8, 목14 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,33,2.0,양호경,"화14, 목7",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 33 / 2.0 / 양호경 / 화14, 목7 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,34,2.0,오지연,"월13, 화8",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 34 / 2.0 / 오지연 / 월13, 화8 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,35,2.0,전수진,"월14, 화6",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 35 / 2.0 / 전수진 / 월14, 화6 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,36,2.0,허민구,"화13, 수7",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 36 / 2.0 / 허민구 / 화13, 수7 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,37,2.0,허민구,"수5, 목13",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 37 / 2.0 / 허민구 / 수5, 목13 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,38,2.0,강제신,"월3, 금13",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 38 / 2.0 / 강제신 / 월3, 금13 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,39,2.0,최선주,"월13, 수6",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 39 / 2.0 / 최선주 / 월13, 수6 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,40,2.0,허민구,"월14, 수6",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 40 / 2.0 / 허민구 / 월14, 수6 / 기초교양 / "
AI와컴퓨팅사고력,0APR1193,41,2.0,최선주,"월15, 수7",기초교양, ,"AI와컴퓨팅사고력 / 0APR1193 / 41 / 2.0 / 최선주 / 월15, 수7 / 기초교양 / "
벤처와창업가정신,0APR1174,1,2.0,교수미정,화2~3,인성교양, ,벤처와창업가정신 / 0APR1174 / 1 / 2.0 / 교수미정 / 화2~3 / 인성교양 / 
벤처와창업가정신,0APR1174,2,2.0,최인우,화1~2,인성교양, ,벤처와창업가정신 / 0APR1174 / 2 / 2.0 / 최인우 / 화1~2 / 인성교양 / 
벤처와창업가정신,0APR1174,3,2.0,진주영,화1~2,인성교양, ,벤처와창업가정신 / 0APR1174 / 3 / 2.0 / 진주영 / 화1~2 / 인성교양 / 
벤처와창업가정신,0APR1174,4,2.0,정재욱,화5~6,인성교양, ,벤처와창업가정신 / 0APR1174 / 4 / 2.0 / 정재욱 / 화5~6 / 인성교양 / 
벤처와창업가정신,0APR1174,35,2.0,정재욱,화3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 35 / 2.0 / 정재욱 / 화3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,36,2.0,진주영,화3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 36 / 2.0 / 진주영 / 화3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,5,2.0,박상희,월5~6,인성교양, ,벤처와창업가정신 / 0APR1174 / 5 / 2.0 / 박상희 / 월5~6 / 인성교양 / 
벤처와창업가정신,0APR1174,6,2.0,하태관,월5~6,인성교양, ,벤처와창업가정신 / 0APR1174 / 6 / 2.0 / 하태관 / 월5~6 / 인성교양 / 
벤처와창업가정신,0APR1174,7,2.0,김문준,월5~6,인성교양, ,벤처와창업가정신 / 0APR1174 / 7 / 2.0 / 김문준 / 월5~6 / 인성교양 / 
벤처와창업가정신,0APR1174,8,2.0,박상희,월7~8,인성교양, ,벤처와창업가정신 / 0APR1174 / 8 / 2.0 / 박상희 / 월7~8 / 인성교양 / 
벤처와창업가정신,0APR1174,9,2.0,김문준,월7~8,인성교양, ,벤처와창업가정신 / 0APR1174 / 9 / 2.0 / 김문준 / 월7~8 / 인성교양 / 
벤처와창업가정신,0APR1174,10,2.0,하태관,월7~8,인성교양, ,벤처와창업가정신 / 0APR1174 / 10 / 2.0 / 하태관 / 월7~8 / 인성교양 / 
벤처와창업가정신,0APR1174,11,2.0,진주영,수3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 11 / 2.0 / 진주영 / 수3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,12,2.0,채완기,목1~2,인성교양, ,벤처와창업가정신 / 0APR1174 / 12 / 2.0 / 채완기 / 목1~2 / 인성교양 / 
벤처와창업가정신,0APR1174,13,2.0,김준홍,목1~2,인성교양, ,벤처와창업가정신 / 0APR1174 / 13 / 2.0 / 김준홍 / 목1~2 / 인성교양 / 
벤처와창업가정신,0APR1174,14,2.0,채완기,목3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 14 / 2.0 / 채완기 / 목3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,15,2.0,김준홍,목3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 15 / 2.0 / 김준홍 / 목3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,16,2.0,지원현,수3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 16 / 2.0 / 지원현 / 수3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,17,2.0,이용규,화1~2,인성교양, ,벤처와창업가정신 / 0APR1174 / 17 / 2.0 / 이용규 / 화1~2 / 인성교양 / 
벤처와창업가정신,0APR1174,18,2.0,진주영,수1~2,인성교양, ,벤처와창업가정신 / 0APR1174 / 18 / 2.0 / 진주영 / 수1~2 / 인성교양 / 
벤처와창업가정신,0APR1174,19,2.0,서덕화,수5~6,인성교양, ,벤처와창업가정신 / 0APR1174 / 19 / 2.0 / 서덕화 / 수5~6 / 인성교양 / 
벤처와창업가정신,0APR1174,20,2.0,채완기,목5~6,인성교양, ,벤처와창업가정신 / 0APR1174 / 20 / 2.0 / 채완기 / 목5~6 / 인성교양 / 
벤처와창업가정신,0APR1174,21,2.0,김준홍,목5~6,인성교양, ,벤처와창업가정신 / 0APR1174 / 21 / 2.0 / 김준홍 / 목5~6 / 인성교양 / 
벤처와창업가정신,0APR1174,22,2.0,이용규,화5~6,인성교양, ,벤처와창업가정신 / 0APR1174 / 22 / 2.0 / 이용규 / 화5~6 / 인성교양 / 
벤처와창업가정신,0APR1174,23,2.0,한대희,화3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 23 / 2.0 / 한대희 / 화3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,24,2.0,신현곤,월3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 24 / 2.0 / 신현곤 / 월3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,25,2.0,박상희,월3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 25 / 2.0 / 박상희 / 월3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,26,2.0,최인우,수2~3,인성교양, ,벤처와창업가정신 / 0APR1174 / 26 / 2.0 / 최인우 / 수2~3 / 인성교양 / 
벤처와창업가정신,0APR1174,27,2.0,한대희,화5~6,인성교양, ,벤처와창업가정신 / 0APR1174 / 27 / 2.0 / 한대희 / 화5~6 / 인성교양 / 
벤처와창업가정신,0APR1174,28,2.0,전영미,화7~8,인성교양, ,벤처와창업가정신 / 0APR1174 / 28 / 2.0 / 전영미 / 화7~8 / 인성교양 / 
벤처와창업가정신,0APR1174,29,2.0,신현곤,수7~8,인성교양, ,벤처와창업가정신 / 0APR1174 / 29 / 2.0 / 신현곤 / 수7~8 / 인성교양 / 
벤처와창업가정신,0APR1174,30,2.0,교수미정,수7~8,인성교양, ,벤처와창업가정신 / 0APR1174 / 30 / 2.0 / 교수미정 / 수7~8 / 인성교양 / 
벤처와창업가정신,0APR1174,31,2.0,교수미정,수3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 31 / 2.0 / 교수미정 / 수3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,32,2.0,한대희,화7~8,인성교양, ,벤처와창업가정신 / 0APR1174 / 32 / 2.0 / 한대희 / 화7~8 / 인성교양 / 
벤처와창업가정신,0APR1174,33,2.0,정재욱,수3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 33 / 2.0 / 정재욱 / 수3~4 / 인성교양 / 
벤처와창업가정신,0APR1174,34,2.0,이용규,화3~4,인성교양, ,벤처와창업가정신 / 0APR1174 / 34 / 2.0 / 이용규 / 화3~4 / 인성교양 / 
벤처와리더십,0APR1175,1,2.0,전영미,월5~6,인성교양, ,벤처와리더십 / 0APR1175 / 1 / 2.0 / 전영미 / 월5~6 / 인성교양 / 
벤처와리더십,0APR1175,2,2.0,전영미,화2~3,인성교양, ,벤처와리더십 / 0APR1175 / 2 / 2.0 / 전영미 / 화2~3 / 인성교양 / 
세계와기독교,0APR1185,1,2.0,고유식,목1~2,인성교양, ,세계와기독교 / 0APR1185 / 1 / 2.0 / 고유식 / 목1~2 / 인성교양 / 
세계와기독교,0APR1185,2,2.0,안근조,목1~2,인성교양, ,세계와기독교 / 0APR1185 / 2 / 2.0 / 안근조 / 목1~2 / 인성교양 / 
세계와기독교,0APR1185,3,2.0,기종서,목1~2,인성교양, ,세계와기독교 / 0APR1185 / 3 / 2.0 / 기종서 / 목1~2 / 인성교양 / 
세계와기독교,0APR1185,20,2.0,유은걸,목1~2,인성교양, ,세계와기독교 / 0APR1185 / 20 / 2.0 / 유은걸 / 목1~2 / 인성교양 / 
세계와기독교,0APR1185,4,2.0,박미경,수1~2,인성교양, ,세계와기독교 / 0APR1185 / 4 / 2.0 / 박미경 / 수1~2 / 인성교양 / 
세계와기독교,0APR1185,5,2.0,허대영,화7~8,인성교양, ,세계와기독교 / 0APR1185 / 5 / 2.0 / 허대영 / 화7~8 / 인성교양 / 
세계와기독교,0APR1185,6,2.0,윤은석,수7~8,인성교양, ,세계와기독교 / 0APR1185 / 6 / 2.0 / 윤은석 / 수7~8 / 인성교양 / 
세계와기독교,0APR1185,7,2.0,이영미,수7~8,인성교양, ,세계와기독교 / 0APR1185 / 7 / 2.0 / 이영미 / 수7~8 / 인성교양 / 
세계와기독교,0APR1185,8,2.0,이정근,수3~4,인성교양, ,세계와기독교 / 0APR1185 / 8 / 2.0 / 이정근 / 수3~4 / 인성교양 / 
세계와기독교,0APR1185,9,2.0,김덕기,화5~6,인성교양, ,세계와기독교 / 0APR1185 / 9 / 2.0 / 김덕기 / 화5~6 / 인성교양 / 
세계와기독교,0APR1185,10,2.0,윤은석,수1~2,인성교양, ,세계와기독교 / 0APR1185 / 10 / 2.0 / 윤은석 / 수1~2 / 인성교양 / 
세계와기독교,0APR1185,11,2.0,이정근,수1~2,인성교양, ,세계와기독교 / 0APR1185 / 11 / 2.0 / 이정근 / 수1~2 / 인성교양 / 
세계와기독교,0APR1185,12,2.0,이영미,수1~2,인성교양, ,세계와기독교 / 0APR1185 / 12 / 2.0 / 이영미 / 수1~2 / 인성교양 / 
세계와기독교,0APR1185,13,2.0,임태우,목3~4,인성교양, ,세계와기독교 / 0APR1185 / 13 / 2.0 / 임태우 / 목3~4 / 인성교양 / 
세계와기독교,0APR1185,14,2.0,김병석,목3~4,인성교양, ,세계와기독교 / 0APR1185 / 14 / 2.0 / 김병석 / 목3~4 / 인성교양 / 
세계와기독교,0APR1185,15,2.0,백현덕,화5~6,인성교양, ,세계와기독교 / 0APR1185 / 15 / 2.0 / 백현덕 / 화5~6 / 인성교양 / 
세계와기독교,0APR1185,16,2.0,허대영,화5~6,인성교양, ,세계와기독교 / 0APR1185 / 16 / 2.0 / 허대영 / 화5~6 / 인성교양 / 
세계와기독교,0APR1185,17,2.0,양희선,화3~4,인성교양, ,세계와기독교 / 0APR1185 / 17 / 2.0 / 양희선 / 화3~4 / 인성교양 / 
세계와기독교,0APR1185,18,2.0,백현덕,화3~4,인성교양, ,세계와기독교 / 0APR1185 / 18 / 2.0 / 백현덕 / 화3~4 / 인성교양 / 
세계와기독교,0APR1185,19,2.0,최성로,월3~4,인성교양, ,세계와기독교 / 0APR1185 / 19 / 2.0 / 최성로 / 월3~4 / 인성교양 / 
세계와기독교,0APR1185,21,2.0,윤상갑,수7~8,인성교양, ,세계와기독교 / 0APR1185 / 21 / 2.0 / 윤상갑 / 수7~8 / 인성교양 / 
세계와기독교,0APR1185,22,2.0,윤상갑,수1~2,인성교양, ,세계와기독교 / 0APR1185 / 22 / 2.0 / 윤상갑 / 수1~2 / 인성교양 / 
세계와기독교,0APR1185,23,2.0,박희상,월3~4,인성교양, ,세계와기독교 / 0APR1185 / 23 / 2.0 / 박희상 / 월3~4 / 인성교양 / 
세계와기독교,0APR1185,24,2.0,백현덕,화7~8,인성교양, ,세계와기독교 / 0APR1185 / 24 / 2.0 / 백현덕 / 화7~8 / 인성교양 / 
세계와기독교,0APR1185,25,2.0,이정근,수7~8,인성교양, ,세계와기독교 / 0APR1185 / 25 / 2.0 / 이정근 / 수7~8 / 인성교양 / 
인간과기독교,0APR1172,1,2.0,기종서,목3~4,인성교양, ,인간과기독교 / 0APR1172 / 1 / 2.0 / 기종서 / 목3~4 / 인성교양 / 
인간과기독교,0APR1172,2,2.0,유은걸,목3~4,인성교양, ,인간과기독교 / 0APR1172 / 2 / 2.0 / 유은걸 / 목3~4 / 인성교양 / 
인간과기독교,0APR1172,3,2.0,윤종진,목7~8,인성교양, ,인간과기독교 / 0APR1172 / 3 / 2.0 / 윤종진 / 목7~8 / 인성교양 / 
인간과기독교,0APR1172,4,2.0,교수미정,목7~8,인성교양, ,인간과기독교 / 0APR1172 / 4 / 2.0 / 교수미정 / 목7~8 / 인성교양 / 
인간과기독교,0APR1172,18,2.0,윤종진,목3~4,인성교양, ,인간과기독교 / 0APR1172 / 18 / 2.0 / 윤종진 / 목3~4 / 인성교양 / 
인간과기독교,0APR1172,21,2.0,교수미정,목3~4,인성교양, ,인간과기독교 / 0APR1172 / 21 / 2.0 / 교수미정 / 목3~4 / 인성교양 / 
인간과기독교,0APR1172,5,2.0,박희상,월1~2,인성교양, ,인간과기독교 / 0APR1172 / 5 / 2.0 / 박희상 / 월1~2 / 인성교양 / 
인간과기독교,0APR1172,6,2.0,박희상,월7~8,인성교양, ,인간과기독교 / 0APR1172 / 6 / 2.0 / 박희상 / 월7~8 / 인성교양 / 
인간과기독교,0APR1172,7,2.0,최성로,월7~8,인성교양, ,인간과기독교 / 0APR1172 / 7 / 2.0 / 최성로 / 월7~8 / 인성교양 / 
인간과기독교,0APR1172,8,2.0,윤은석,화1~2,인성교양, ,인간과기독교 / 0APR1172 / 8 / 2.0 / 윤은석 / 화1~2 / 인성교양 / 
인간과기독교,0APR1172,9,2.0,윤은석,화3~4,인성교양, ,인간과기독교 / 0APR1172 / 9 / 2.0 / 윤은석 / 화3~4 / 인성교양 / 
인간과기독교,0APR1172,10,2.0,허대영,화3~4,인성교양, ,인간과기독교 / 0APR1172 / 10 / 2.0 / 허대영 / 화3~4 / 인성교양 / 
